Buy Price (Avg Price ($/kWh) from energyonline.com),Sell Price (Avg Price ($/kWh) from energyonline.com),Emissions (lb CO2e/kWh) from beyondefficiency,Demand Charge
6.36E-02,5.09E-02,0.368938534,14.71
1.08E-01,8.64E-02,0.353747693,14.71
5.79E-02,4.63E-02,0.361634836,14.71
3.21E-02,2.57E-02,0.365547043,14.71
5.16E-02,4.13E-02,0.358717839,14.71
1.02E-01,8.16E-02,0.345390646,14.71
3.01E-02,2.41E-02,0.348686245,14.71
5.31E-02,4.25E-02,0.359699979,14.71
2.57E-02,2.06E-02,0.369464601,14.71
2.80E-02,2.24E-02,0.39239773,14.71
2.74E-02,2.19E-02,0.41825561,14.71
2.78E-02,2.22E-02,0.43829022,14.71
2.81E-02,2.25E-02,0.438520277,14.71
2.90E-02,2.32E-02,0.447280361,14.71
4.53E-02,3.62E-02,0.44432312,14.71
2.69E-02,2.15E-02,0.462894684,14.71
2.97E-02,2.38E-02,0.500293935,14.71
2.95E-02,2.36E-02,0.508659527,14.71
1.03E-01,8.24E-02,0.499667775,14.71
6.29E-02,5.03E-02,0.487916759,14.71
3.30E-02,2.64E-02,0.458260236,14.71
3.18E-02,2.54E-02,0.45412417,14.71
3.16E-02,2.53E-02,0.424570728,14.71
4.96E-02,3.97E-02,0.377970184,14.71
4.89E-02,3.91E-02,0.382036838,14.71
4.02E-02,3.22E-02,0.400618633,14.71
3.45E-02,2.76E-02,0.414252392,14.71
3.89E-02,3.11E-02,0.406566567,14.71
2.95E-02,2.36E-02,0.408846689,14.71
2.67E-02,2.14E-02,0.396664759,14.71
2.69E-02,2.15E-02,0.393247039,14.71
2.63E-02,2.10E-02,0.410329623,14.71
2.49E-02,1.99E-02,0.432440548,14.71
2.47E-02,1.98E-02,0.465425004,14.71
2.05E-02,1.64E-02,0.485138401,14.71
1.65E-02,1.32E-02,0.496185223,14.71
-9.17E-03,-7.34E-03,0.505627535,14.71
0.00E+00,0.00E+00,0.521868867,14.71
1.59E-02,1.27E-02,0.519628574,14.71
2.01E-02,1.61E-02,0.533346073,14.71
1.78E-02,1.42E-02,0.556749006,14.71
2.16E-02,1.73E-02,0.531067188,14.71
2.31E-02,1.85E-02,0.516057228,14.71
2.90E-02,2.32E-02,0.502682142,14.71
2.76E-02,2.21E-02,0.484422242,14.71
2.84E-02,2.27E-02,0.503430589,14.71
3.07E-02,2.46E-02,0.469732836,14.71
7.81E-02,6.25E-02,0.447064995,14.71
5.83E-02,4.66E-02,0.438285599,14.71
4.68E-02,3.74E-02,0.446810982,14.71
4.28E-02,3.42E-02,0.457888072,14.71
3.11E-02,2.49E-02,0.452637103,14.71
2.58E-02,2.06E-02,0.432813062,14.71
2.75E-02,2.20E-02,0.42165021,14.71
2.38E-02,1.90E-02,0.432919805,14.71
2.29E-02,1.83E-02,0.453023957,14.71
2.11E-02,1.69E-02,0.477530962,14.71
2.01E-02,1.61E-02,0.501772811,14.71
2.63E-02,2.10E-02,0.520362904,14.71
2.69E-02,2.15E-02,0.531740192,14.71
2.36E-02,1.89E-02,0.543970601,14.71
2.08E-02,1.66E-02,0.568511279,14.71
2.47E-02,1.98E-02,0.560903958,14.71
3.26E-02,2.61E-02,0.564423434,14.71
2.92E-02,2.34E-02,0.564725386,14.71
6.62E-02,5.30E-02,0.552865521,14.71
5.68E-02,4.54E-02,0.514950944,14.71
7.21E-02,5.77E-02,0.501318112,14.71
4.49E-02,3.59E-02,0.460610806,14.71
6.69E-02,5.35E-02,0.446334172,14.71
7.09E-02,5.67E-02,0.428999206,14.71
1.85E-01,1.48E-01,0.421649044,14.71
8.31E-02,6.65E-02,0.414140356,14.71
8.44E-02,6.75E-02,0.420403444,14.71
1.01E-01,8.08E-02,0.433824252,14.71
2.79E-02,2.23E-02,0.430816842,14.71
8.80E-02,7.04E-02,0.424119833,14.71
5.40E-02,4.32E-02,0.410366547,14.71
2.89E-02,2.31E-02,0.42311667,14.71
2.77E-02,2.22E-02,0.440477482,14.71
2.38E-02,1.90E-02,0.4760588,14.71
1.66E-02,1.33E-02,0.488788625,14.71
2.72E-02,2.18E-02,0.503253254,14.71
7.76E-02,6.21E-02,0.525601605,14.71
2.13E-02,1.70E-02,0.531564925,14.71
1.96E-02,1.57E-02,0.551280725,14.71
3.15E-02,2.52E-02,0.554687291,14.71
7.01E-02,5.61E-02,0.559649741,14.71
9.67E-02,7.74E-02,0.593906327,14.71
1.22E-01,9.76E-02,0.582419141,14.71
7.80E-02,6.24E-02,0.560341504,14.71
7.50E-02,6.00E-02,0.531562501,14.71
7.85E-02,6.28E-02,0.508067153,14.71
2.20E-01,1.76E-01,0.468248536,14.71
1.97E-01,1.58E-01,0.43514296,14.71
4.35E-01,3.48E-01,0.421025061,14.71
1.30E-01,1.04E-01,0.403248647,14.71
1.99E-01,1.59E-01,0.400691596,14.71
7.29E-02,5.83E-02,0.398878878,14.71
1.32E-01,1.06E-01,0.40007382,14.71
6.95E-02,5.56E-02,0.388473526,14.71
5.26E-02,4.21E-02,0.378075739,14.71
7.50E-02,6.00E-02,0.392937144,14.71
4.31E-02,3.45E-02,0.436118529,14.71
3.63E-02,2.90E-02,0.475576554,14.71
4.87E-02,3.90E-02,0.485411783,14.71
3.46E-02,2.77E-02,0.494916713,14.71
3.91E-02,3.13E-02,0.495840772,14.71
2.70E-02,2.16E-02,0.498785364,14.71
2.86E-02,2.29E-02,0.498597045,14.71
2.51E-02,2.01E-02,0.495586943,14.71
2.77E-02,2.22E-02,0.523017909,14.71
3.02E-02,2.42E-02,0.558458739,14.71
6.42E-02,5.14E-02,0.538347176,14.71
6.56E-02,5.25E-02,0.530708562,14.71
6.04E-02,4.83E-02,0.487576635,14.71
7.29E-02,5.83E-02,0.48214367,14.71
8.22E-02,6.58E-02,0.523790203,14.71
6.93E-02,5.54E-02,0.499761702,14.71
1.18E-01,9.44E-02,0.474136029,14.71
7.55E-02,6.04E-02,0.482188186,14.71
5.92E-02,4.74E-02,0.488372925,14.71
4.92E-02,3.94E-02,0.506560246,14.71
5.31E-02,4.25E-02,0.5006967,14.71
4.28E-02,3.42E-02,0.466843377,14.71
5.16E-02,4.13E-02,0.431740162,14.71
4.74E-02,3.79E-02,0.438479442,14.71
4.53E-02,3.62E-02,0.461662005,14.71
5.11E-02,4.09E-02,0.465616085,14.71
3.64E-02,2.91E-02,0.474398663,14.71
4.78E-02,3.82E-02,0.488745876,14.71
5.73E-02,4.58E-02,0.495355184,14.71
3.06E-02,2.45E-02,0.512580528,14.71
2.09E-02,1.67E-02,0.530891475,14.71
2.56E-02,2.05E-02,0.538304963,14.71
5.20E-02,4.16E-02,0.568561247,14.71
4.14E-02,3.31E-02,0.592765579,14.71
5.29E-02,4.23E-02,0.572341775,14.71
7.09E-02,5.67E-02,0.558145139,14.71
9.28E-02,7.42E-02,0.568330401,14.71
4.29E-02,3.43E-02,0.557848943,14.71
6.22E-02,4.98E-02,0.586631906,14.71
6.75E-02,5.40E-02,0.567730404,14.71
6.09E-02,4.87E-02,0.546643266,14.71
6.90E-02,5.52E-02,0.542895983,14.71
6.07E-02,4.86E-02,0.549333845,14.71
3.23E-02,2.58E-02,0.557693059,14.71
3.86E-02,3.09E-02,0.539523115,14.71
2.73E-02,2.18E-02,0.537670657,14.71
6.63E-02,5.30E-02,0.554793665,14.71
2.83E-02,2.26E-02,0.550873058,14.71
2.89E-02,2.31E-02,0.53916381,14.71
3.10E-02,2.48E-02,0.538006727,14.71
2.88E-02,2.30E-02,0.544136316,14.71
4.54E-02,3.63E-02,0.553163325,14.71
3.44E-02,2.75E-02,0.572588878,14.71
2.90E-02,2.32E-02,0.577543603,14.71
2.34E-02,1.87E-02,0.59320652,14.71
2.78E-02,2.22E-02,0.596288991,14.71
3.66E-02,2.93E-02,0.610634591,14.71
3.67E-02,2.94E-02,0.623513101,14.71
3.61E-02,2.89E-02,0.615763051,14.71
5.01E-02,4.01E-02,0.604107517,14.71
7.29E-02,5.83E-02,0.580334759,14.71
4.47E-02,3.58E-02,0.54543864,14.71
3.04E-02,2.43E-02,0.515340279,14.71
4.70E-02,3.76E-02,0.502298965,14.71
7.15E-02,5.72E-02,0.499602854,14.71
5.98E-02,4.78E-02,0.477396751,14.71
4.91E-02,3.93E-02,0.48305861,14.71
6.48E-02,5.18E-02,0.50955449,14.71
5.81E-02,4.65E-02,0.543831555,14.71
5.03E-02,4.02E-02,0.534263705,14.71
3.93E-02,3.14E-02,0.520946709,14.71
3.44E-02,2.75E-02,0.507811128,14.71
3.39E-02,2.71E-02,0.522984657,14.71
3.51E-02,2.81E-02,0.540326283,14.71
2.94E-02,2.35E-02,0.563327385,14.71
3.51E-02,2.81E-02,0.590340794,14.71
4.23E-02,3.38E-02,0.609591434,14.71
2.68E-02,2.14E-02,0.622315092,14.71
2.37E-02,1.90E-02,0.62728148,14.71
2.37E-02,1.90E-02,0.621806605,14.71
2.26E-02,1.81E-02,0.634651637,14.71
2.41E-02,1.93E-02,0.645903785,14.71
2.50E-02,2.00E-02,0.624574284,14.71
2.58E-02,2.06E-02,0.606901766,14.71
3.47E-02,2.78E-02,0.586118263,14.71
3.18E-02,2.54E-02,0.541625743,14.71
3.07E-02,2.46E-02,0.52799242,14.71
5.68E-02,4.54E-02,0.500968152,14.71
6.10E-02,4.88E-02,0.489187277,14.71
3.23E-02,2.58E-02,0.489495049,14.71
3.90E-02,3.12E-02,0.489271233,14.71
3.58E-02,2.86E-02,0.507131741,14.71
3.36E-02,2.69E-02,0.552702172,14.71
4.56E-02,3.65E-02,0.53447143,14.71
3.13E-02,2.50E-02,0.533465766,14.71
3.71E-02,2.97E-02,0.54842759,14.71
2.56E-02,2.05E-02,0.560802708,14.71
2.76E-02,2.21E-02,0.586303581,14.71
2.66E-02,2.13E-02,0.619554402,14.71
2.72E-02,2.18E-02,0.645789274,14.71
2.72E-02,2.18E-02,0.666214395,14.71
2.41E-02,1.93E-02,0.672699663,14.71
2.27E-02,1.82E-02,0.676672208,14.71
2.35E-02,1.88E-02,0.679772734,14.71
2.60E-02,2.08E-02,0.684600093,14.71
3.03E-02,2.42E-02,0.705999002,14.71
3.27E-02,2.62E-02,0.665489848,14.71
4.92E-02,3.94E-02,0.643414302,14.71
3.71E-02,2.97E-02,0.577950353,14.71
3.17E-02,2.54E-02,0.531477698,14.71
3.17E-02,2.54E-02,0.515647893,14.71
4.86E-02,3.89E-02,0.497536683,14.71
5.72E-02,4.58E-02,0.486958138,14.71
4.20E-02,3.36E-02,0.486682874,14.71
4.37E-02,3.50E-02,0.49970912,14.71
4.05E-02,3.24E-02,0.493176632,14.71
4.81E-02,3.85E-02,0.52990335,14.71
3.33E-02,2.66E-02,0.529077343,14.71
3.97E-02,3.18E-02,0.513862191,14.71
3.37E-02,2.70E-02,0.525853246,14.71
3.05E-02,2.44E-02,0.562794473,14.71
3.14E-02,2.51E-02,0.593763711,14.71
3.84E-02,3.07E-02,0.623697814,14.71
3.34E-02,2.67E-02,0.651034698,14.71
4.44E-02,3.55E-02,0.681014155,14.71
3.26E-02,2.61E-02,0.675664145,14.71
3.24E-02,2.59E-02,0.667946841,14.71
3.17E-02,2.54E-02,0.679192429,14.71
3.98E-02,3.18E-02,0.690777526,14.71
3.66E-02,2.93E-02,0.715335801,14.71
4.47E-02,3.58E-02,0.693182599,14.71
8.66E-02,6.93E-02,0.652054135,14.71
7.19E-02,5.75E-02,0.591085844,14.71
5.12E-02,4.10E-02,0.553186325,14.71
5.31E-02,4.25E-02,0.536862388,14.71
9.43E-02,7.54E-02,0.522524927,14.71
4.81E-01,3.85E-01,0.528528627,14.71
6.45E-02,5.16E-02,0.537687113,14.71
5.88E-02,4.70E-02,0.548802814,14.71
6.44E-02,5.15E-02,0.56374519,14.71
5.56E-02,4.45E-02,0.582201205,14.71
3.68E-02,2.94E-02,0.558287574,14.71
3.32E-02,2.66E-02,0.566502417,14.71
5.12E-02,4.10E-02,0.566007152,14.71
3.32E-02,2.66E-02,0.560067657,14.71
2.88E-02,2.30E-02,0.57022259,14.71
2.92E-02,2.34E-02,0.58341691,14.71
4.04E-02,3.23E-02,0.624872595,14.71
3.27E-02,2.62E-02,0.658069792,14.71
3.25E-02,2.60E-02,0.673407336,14.71
2.72E-02,2.18E-02,0.663645643,14.71
3.36E-02,2.69E-02,0.678867115,14.71
3.49E-02,2.79E-02,0.685417369,14.71
3.78E-02,3.02E-02,0.69582771,14.71
4.56E-02,3.65E-02,0.689349136,14.71
9.93E-02,7.94E-02,0.632974634,14.71
7.11E-02,5.69E-02,0.578942065,14.71
4.84E-02,3.87E-02,0.543591176,14.71
5.90E-02,4.72E-02,0.535274349,14.71
9.32E-02,7.46E-02,0.508809639,14.71
7.62E-02,6.10E-02,0.468365784,14.71
1.19E-01,9.52E-02,0.453374091,14.71
8.76E-02,7.01E-02,0.456520009,14.71
4.23E-02,3.38E-02,0.464998821,14.71
4.65E-02,3.72E-02,0.451588189,14.71
1.51E-01,1.21E-01,0.441194372,14.71
3.90E-02,3.12E-02,0.430560884,14.71
3.71E-02,2.97E-02,0.431650223,14.71
4.12E-02,3.30E-02,0.44384749,14.71
2.79E-02,2.23E-02,0.434808213,14.71
3.45E-02,2.76E-02,0.442118945,14.71
3.31E-02,2.65E-02,0.459523141,14.71
3.57E-02,2.86E-02,0.456921327,14.71
3.18E-02,2.54E-02,0.479144257,14.71
2.70E-02,2.16E-02,0.500866174,14.71
2.73E-02,2.18E-02,0.501065604,14.71
3.15E-02,2.52E-02,0.535896797,14.71
3.02E-02,2.42E-02,0.55076879,14.71
5.68E-02,4.54E-02,0.547068291,14.71
2.11E-01,1.69E-01,0.519893961,14.71
5.77E-02,4.62E-02,0.491378918,14.71
1.68E-01,1.34E-01,0.470266464,14.71
5.46E-02,4.37E-02,0.458572849,14.71
5.85E-02,4.68E-02,0.437651472,14.71
1.17E-01,9.36E-02,0.425459666,14.71
7.60E-02,6.08E-02,0.407779887,14.71
5.17E-02,4.14E-02,0.402603624,14.71
4.29E-02,3.43E-02,0.418594493,14.71
3.99E-02,3.19E-02,0.41649498,14.71
5.87E-02,4.70E-02,0.391135704,14.71
5.38E-02,4.30E-02,0.387289927,14.71
4.50E-02,3.60E-02,0.359629606,14.71
4.52E-02,3.62E-02,0.360431537,14.71
3.76E-02,3.01E-02,0.376254284,14.71
3.98E-02,3.18E-02,0.395806795,14.71
5.65E-02,4.52E-02,0.409694801,14.71
4.26E-02,3.41E-02,0.424314047,14.71
2.37E-02,1.90E-02,0.404488755,14.71
3.45E-02,2.76E-02,0.408965528,14.71
3.01E-02,2.41E-02,0.435540874,14.71
3.75E-02,3.00E-02,0.472828558,14.71
4.98E-02,3.98E-02,0.488887835,14.71
3.55E-02,2.84E-02,0.503724834,14.71
4.81E-02,3.85E-02,0.486533414,14.71
4.05E-02,3.24E-02,0.485283317,14.71
3.28E-02,2.62E-02,0.464165811,14.71
3.83E-02,3.06E-02,0.426502088,14.71
3.79E-02,3.03E-02,0.396191541,14.71
5.93E-02,4.74E-02,0.404930068,14.71
7.99E-02,6.39E-02,0.409754038,14.71
6.08E-02,4.86E-02,0.412889519,14.71
4.71E-02,3.77E-02,0.424333699,14.71
4.56E-02,3.65E-02,0.429757047,14.71
4.08E-02,3.26E-02,0.427211449,14.71
3.22E-02,2.58E-02,0.411115455,14.71
3.28E-02,2.62E-02,0.404505223,14.71
2.87E-02,2.30E-02,0.421250648,14.71
2.81E-02,2.25E-02,0.43084214,14.71
2.84E-02,2.27E-02,0.428026603,14.71
2.83E-02,2.26E-02,0.438370835,14.71
4.03E-02,3.22E-02,0.451955695,14.71
3.46E-02,2.77E-02,0.467214494,14.71
2.70E-02,2.16E-02,0.47034551,14.71
3.65E-02,2.92E-02,0.462567372,14.71
4.69E-02,3.75E-02,0.483090264,14.71
2.85E-02,2.28E-02,0.522053383,14.71
3.20E-02,2.56E-02,0.498069773,14.71
5.52E-02,4.42E-02,0.494325881,14.71
6.06E-02,4.85E-02,0.479019689,14.71
5.22E-02,4.18E-02,0.460662941,14.71
4.12E-02,3.30E-02,0.442144846,14.71
5.39E-02,4.31E-02,0.420738849,14.71
1.02E-01,8.16E-02,0.418315182,14.71
8.19E-02,6.55E-02,0.417338609,14.71
8.28E-02,6.62E-02,0.418501943,14.71
4.53E-02,3.62E-02,0.43361646,14.71
4.59E-02,3.67E-02,0.445380655,14.71
3.77E-02,3.02E-02,0.432974062,14.71
4.03E-02,3.22E-02,0.402316059,14.71
4.96E-02,3.97E-02,0.391641243,14.71
3.63E-02,2.90E-02,0.412688059,14.71
3.28E-02,2.62E-02,0.43862094,14.71
3.27E-02,2.62E-02,0.430850218,14.71
3.30E-02,2.64E-02,0.448014843,14.71
5.90E-02,4.72E-02,0.45372017,14.71
2.09E-02,1.67E-02,0.470391304,14.71
2.16E-02,1.73E-02,0.465848958,14.71
2.56E-02,2.05E-02,0.468714263,14.71
2.67E-02,2.14E-02,0.486588724,14.71
3.87E-02,3.10E-02,0.526196176,14.71
4.12E-02,3.30E-02,0.497371482,14.71
3.12E-02,2.50E-02,0.484574849,14.71
5.56E-02,4.45E-02,0.473119237,14.71
5.80E-02,4.64E-02,0.455715541,14.71
5.85E-02,4.68E-02,0.443338681,14.71
7.06E-02,5.65E-02,0.43497278,14.71
9.92E-02,7.94E-02,0.450141099,14.71
8.69E-02,6.95E-02,0.455253679,14.71
3.62E-02,2.90E-02,0.446252315,14.71
4.64E-02,3.71E-02,0.444545803,14.71
2.27E-01,1.82E-01,0.481933438,14.71
3.75E-02,3.00E-02,0.462104948,14.71
3.33E-02,2.66E-02,0.447120305,14.71
3.27E-02,2.62E-02,0.431422751,14.71
3.33E-02,2.66E-02,0.439504667,14.71
3.96E-02,3.17E-02,0.441682267,14.71
2.78E-02,2.22E-02,0.469669743,14.71
3.47E-02,2.78E-02,0.481336681,14.71
2.68E-02,2.14E-02,0.491273051,14.71
1.50E-02,1.20E-02,0.498021597,14.71
1.79E-02,1.43E-02,0.477806419,14.71
2.18E-02,1.74E-02,0.473010399,14.71
2.33E-02,1.86E-02,0.484982456,14.71
2.21E-02,1.77E-02,0.540740707,14.71
2.37E-02,1.90E-02,0.497948467,14.71
2.69E-02,2.15E-02,0.474454551,14.71
3.20E-02,2.56E-02,0.459225457,14.71
2.73E-02,2.18E-02,0.472139918,14.71
4.00E-02,3.20E-02,0.464586651,14.71
5.52E-02,4.42E-02,0.44362615,14.71
1.01E-01,8.08E-02,0.477214572,14.71
1.45E-01,1.16E-01,0.477767214,14.71
7.27E-02,5.82E-02,0.472771074,14.71
3.16E-02,2.53E-02,0.469271994,14.71
3.30E-02,2.64E-02,0.509911053,14.71
3.33E-02,2.66E-02,0.508113228,14.71
3.26E-02,2.61E-02,0.486777133,14.71
2.88E-02,2.30E-02,0.478794361,14.71
2.91E-02,2.33E-02,0.471518257,14.71
2.78E-02,2.22E-02,0.470946558,14.71
2.92E-02,2.34E-02,0.472292045,14.71
3.39E-02,2.71E-02,0.479663504,14.71
3.21E-02,2.57E-02,0.482491317,14.71
2.36E-02,1.89E-02,0.49832714,14.71
2.17E-02,1.74E-02,0.509597533,14.71
2.59E-02,2.07E-02,0.499894381,14.71
2.87E-02,2.30E-02,0.529741891,14.71
3.22E-02,2.58E-02,0.545639076,14.71
3.35E-02,2.68E-02,0.524589511,14.71
3.97E-02,3.18E-02,0.51152291,14.71
5.88E-02,4.70E-02,0.493289247,14.71
5.20E-02,4.16E-02,0.473354473,14.71
4.86E-02,3.89E-02,0.46169268,14.71
7.19E-02,5.75E-02,0.476962037,14.71
3.13E-01,2.50E-01,0.461992926,14.71
7.63E-02,6.10E-02,0.45892295,14.71
7.72E-02,6.18E-02,0.460080023,14.71
7.31E-02,5.85E-02,0.460092918,14.71
3.36E-02,2.69E-02,0.466197314,14.71
4.90E-02,3.92E-02,0.465759075,14.71
5.10E-02,4.08E-02,0.447938552,14.71
3.71E-02,2.97E-02,0.431255315,14.71
3.32E-02,2.66E-02,0.422114372,14.71
3.40E-02,2.72E-02,0.402716956,14.71
3.54E-02,2.83E-02,0.401575593,14.71
4.23E-02,3.38E-02,0.433534568,14.71
5.65E-02,4.52E-02,0.439612381,14.71
4.50E-02,3.60E-02,0.435815124,14.71
4.62E-02,3.70E-02,0.444747867,14.71
4.08E-02,3.26E-02,0.445396862,14.71
3.37E-02,2.70E-02,0.455929402,14.71
3.39E-02,2.71E-02,0.504903657,14.71
5.11E-02,4.09E-02,0.484969924,14.71
7.24E-02,5.79E-02,0.476484637,14.71
9.36E-02,7.49E-02,0.472943471,14.71
8.22E-02,6.58E-02,0.469203776,14.71
1.31E-01,1.05E-01,0.452773016,14.71
1.25E-01,1.00E-01,0.424937267,14.71
1.81E-01,1.45E-01,0.413190804,14.71
1.02E-01,8.16E-02,0.41640916,14.71
9.62E-02,7.70E-02,0.422137411,14.71
1.22E-01,9.76E-02,0.438186122,14.71
5.75E-02,4.60E-02,0.447858318,14.71
4.39E-02,3.51E-02,0.411834861,14.71
5.45E-02,4.36E-02,0.370769557,14.71
3.88E-02,3.10E-02,0.347364776,14.71
3.20E-02,2.56E-02,0.337609918,14.71
3.60E-02,2.88E-02,0.343233935,14.71
3.64E-02,2.91E-02,0.357076063,14.71
1.27E-01,1.02E-01,0.365582157,14.71
5.07E-02,4.06E-02,0.367162295,14.71
4.12E-02,3.30E-02,0.384679209,14.71
3.88E-02,3.10E-02,0.396111496,14.71
3.68E-02,2.94E-02,0.4040004,14.71
5.01E-02,4.01E-02,0.425376908,14.71
3.86E-02,3.09E-02,0.454164045,14.71
3.99E-02,3.19E-02,0.434548832,14.71
4.94E-02,3.95E-02,0.43451982,14.71
7.28E-02,5.82E-02,0.425477427,14.71
9.78E-02,7.82E-02,0.420246329,14.71
6.21E-02,4.97E-02,0.397301807,14.71
6.16E-02,4.93E-02,0.413393995,14.71
1.37E-01,1.10E-01,0.39293495,14.71
5.50E-02,4.40E-02,0.376037332,14.71
4.58E-02,3.66E-02,0.374408881,14.71
5.63E-02,4.50E-02,0.376591837,14.71
5.57E-02,4.46E-02,0.371572218,14.71
4.73E-02,3.78E-02,0.370583768,14.71
4.28E-02,3.42E-02,0.3629046,14.71
3.52E-02,2.82E-02,0.355204987,14.71
3.41E-02,2.73E-02,0.347651426,14.71
3.28E-02,2.62E-02,0.337423369,14.71
4.24E-02,3.39E-02,0.336892489,14.71
4.20E-02,3.36E-02,0.346082624,14.71
3.88E-02,3.10E-02,0.355534718,14.71
4.84E-02,3.87E-02,0.37459995,14.71
3.91E-02,3.13E-02,0.370325721,14.71
3.47E-02,2.78E-02,0.377891427,14.71
5.47E-02,4.38E-02,0.415250029,14.71
5.51E-02,4.41E-02,0.464145269,14.71
6.53E-02,5.22E-02,0.449435524,14.71
1.15E-01,9.20E-02,0.441086857,14.71
1.16E-01,9.28E-02,0.439410836,14.71
1.74E-01,1.39E-01,0.4195112,14.71
1.17E-01,9.36E-02,0.422255416,14.71
1.74E-01,1.39E-01,0.395292016,14.71
9.84E-01,7.87E-01,0.386556976,14.71
1.23E-01,9.84E-02,0.388429688,14.71
9.52E-02,7.62E-02,0.398492729,14.71
8.82E-02,7.06E-02,0.424563506,14.71
5.26E-02,4.21E-02,0.405255511,14.71
7.60E-02,6.08E-02,0.376993576,14.71
5.91E-02,4.73E-02,0.348570449,14.71
6.19E-02,4.95E-02,0.36139476,14.71
3.45E-02,2.76E-02,0.36553222,14.71
2.85E-02,2.28E-02,0.377135177,14.71
3.71E-02,2.97E-02,0.389998529,14.71
8.42E-02,6.74E-02,0.413780885,14.71
4.93E-02,3.94E-02,0.423590746,14.71
3.73E-02,2.98E-02,0.432955026,14.71
5.08E-02,4.06E-02,0.434015,14.71
8.75E-02,7.00E-02,0.432953885,14.71
6.80E-02,5.44E-02,0.454085889,14.71
3.90E-02,3.12E-02,0.497936513,14.71
4.62E-02,3.70E-02,0.481627425,14.71
5.40E-02,4.32E-02,0.469123654,14.71
5.33E-02,4.26E-02,0.448190169,14.71
5.67E-02,4.54E-02,0.443135339,14.71
5.60E-02,4.48E-02,0.452511002,14.71
5.11E-02,4.09E-02,0.441618723,14.71
5.80E-02,4.64E-02,0.424964577,14.71
5.19E-02,4.15E-02,0.425644304,14.71
5.25E-02,4.20E-02,0.428833966,14.71
2.61E-01,2.09E-01,0.421696009,14.71
6.97E-02,5.58E-02,0.419826612,14.71
4.52E-02,3.62E-02,0.420880985,14.71
7.89E-02,6.31E-02,0.388250737,14.71
3.53E-02,2.82E-02,0.381442781,14.71
3.37E-02,2.70E-02,0.378363239,14.71
2.84E-02,2.27E-02,0.382059377,14.71
2.84E-02,2.27E-02,0.388186461,14.71
4.06E-02,3.25E-02,0.387792878,14.71
3.49E-02,2.79E-02,0.409299804,14.71
2.91E-02,2.33E-02,0.423921622,14.71
2.51E-02,2.01E-02,0.436679729,14.71
2.91E-02,2.33E-02,0.446742135,14.71
4.55E-02,3.64E-02,0.460699824,14.71
3.67E-02,2.94E-02,0.517201319,14.71
5.63E-02,4.50E-02,0.500938693,14.71
5.55E-02,4.44E-02,0.490635734,14.71
6.03E-02,4.82E-02,0.49134118,14.71
3.72E-02,2.98E-02,0.487043801,14.71
4.63E-02,3.70E-02,0.50644098,14.71
5.10E-02,4.08E-02,0.478106477,14.71
5.62E-02,4.50E-02,0.477885363,14.71
6.18E-02,4.94E-02,0.502593845,14.71
5.94E-02,4.75E-02,0.494468316,14.71
4.77E-02,3.82E-02,0.481873662,14.71
5.23E-02,4.18E-02,0.477766902,14.71
6.18E-02,4.94E-02,0.460739236,14.71
4.70E-02,3.76E-02,0.414633678,14.71
5.02E-02,4.02E-02,0.40871892,14.71
7.27E-02,5.82E-02,0.405560384,14.71
3.88E-02,3.10E-02,0.416311751,14.71
3.62E-02,2.90E-02,0.412632525,14.71
5.98E-02,4.78E-02,0.425219481,14.71
7.78E-02,6.22E-02,0.424138514,14.71
4.03E-02,3.22E-02,0.424344181,14.71
5.04E-02,4.03E-02,0.436790557,14.71
3.60E-02,2.88E-02,0.453329943,14.71
5.28E-02,4.22E-02,0.479373409,14.71
6.51E-02,5.21E-02,0.503724015,14.71
4.42E-02,3.54E-02,0.482231818,14.71
4.92E-02,3.94E-02,0.473881173,14.71
4.92E-02,3.94E-02,0.486097416,14.71
5.74E-02,4.59E-02,0.468104739,14.71
4.83E-02,3.86E-02,0.486160366,14.71
5.47E-02,4.38E-02,0.481012041,14.71
5.77E-02,4.62E-02,0.484524504,14.71
7.48E-02,5.98E-02,0.474553796,14.71
6.06E-02,4.85E-02,0.497005909,14.71
5.80E-02,4.64E-02,0.503245403,14.71
5.69E-02,4.55E-02,0.496430886,14.71
4.31E-02,3.45E-02,0.470557239,14.71
4.26E-02,3.41E-02,0.449142072,14.71
4.72E-02,3.78E-02,0.444357379,14.71
4.48E-02,3.58E-02,0.469454257,14.71
3.48E-02,2.78E-02,0.448505176,14.71
3.37E-02,2.70E-02,0.458851294,14.71
4.77E-02,3.82E-02,0.45402895,14.71
4.27E-02,3.42E-02,0.451007886,14.71
3.79E-02,3.03E-02,0.455549267,14.71
2.65E-02,2.12E-02,0.4655424,14.71
3.48E-02,2.78E-02,0.489584608,14.71
6.66E-02,5.33E-02,0.518173974,14.71
5.63E-02,4.50E-02,0.554282648,14.71
3.04E-02,2.43E-02,0.537134486,14.71
4.60E-02,3.68E-02,0.515731071,14.71
4.55E-02,3.64E-02,0.504836119,14.71
3.04E-02,2.43E-02,0.510256748,14.71
6.39E-02,5.11E-02,0.509253201,14.71
4.47E-02,3.58E-02,0.514887442,14.71
6.87E-02,5.50E-02,0.520982409,14.71
6.98E-02,5.58E-02,0.51199717,14.71
5.08E-02,4.06E-02,0.528218348,14.71
5.67E-02,4.54E-02,0.522711383,14.71
